,HS부호,한글품목명,영문품목명,중량단위코드
327,303630000,대구[가두스 모르화(Gadus morhua)ㆍ가두스 오각(Gadus ogac)ㆍ가두스 마크로세팔루스(Gadus macrocephalus)],"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",KG
328,303640000,해덕[멜라노그라무스 애그레피누스(Melanogrammus aeglefinus)],Haddock (Melanogrammus aeglefinus),KG
329,303650000,검정대구[폴라치우스 비렌스(Pollachius virens)],Coalfish (Pollachius virens),KG
330,303660000,민대구[메루키우스(Merluccius)속ㆍ유르피키스(Urophycis)속],"Hake (Merluccius spp., Urophycis spp.)",KG
331,303670000,명태[테라그라 찰코그라마(Theragra chalcogramma)],Alaska Pollock (Theragra chalcogramma),KG
332,303680000,블루 화이팅스(blue whitings)[마이크로메시스티우스 포우타소우(Micromesistius poutassou)ㆍ마이크로메시스티우스 오스트랄리스(Micromesistius australis)],"Blue whitings (Micromesistius poutassou, Micromesistius australis)",KG
333,303691000,새꼬리민태,Whip tail or hoki,KG
334,303699000,기타,Other,KG
335,303810000,곱상어와 그 밖의 상어,Dogfish and other sharks,KG
336,303821000,가오리,Rays ,KG
337,303822000,홍어,Skates,KG
338,303830000,이빨고기[디소스티쿠스(Dissostichus)속],Toothfish (Dissostichus spp.),KG
339,303840000,농어[디센트라르쿠스(Dicentrarchus)속],Sea bass (Dicentrarchus spp.),KG
340,303891000,은대구,Sable fish,KG
341,303892000,갈치,Hair tail,KG
342,3038930,돔,Sea-bream,
343,303893010,옥돔[브랜치오스테거스 자포니커스(Branchiostegus Japonicus)],Red horsehead fish (Branchiostegus Japonicus),KG
344,303893020,옥두어[브랜치오스테거스 알부스(Branchiostegus albus)],Yellow horsehead (Branchiostegus albus),KG
345,303893090,기타,Other,KG
346,303894000,붕장어,Conger eel,KG
347,3038950,조기,Yellow corvina,
348,303895010,참조기[라리미크티스 폴리악티스(Larimichthys polyactis)],Small yellow croaker (Larimichthys polyactis),KG
349,303895020,부세[라리미크티스 크로세아(Larimichthys crocea)],Large yellow croaker (Larimichthys crocea),KG
350,303895090,기타,Other ,KG
351,303896000,학꽁치(Hyporhampus sajori),Horn fish (Hyporhampus sajori),KG
352,303898000,복어,Puffers,KG
353,3038990,기타,Other,
354,303899010,보리멸,White sea smelt,KG
355,303899020,홍살치,Thorny head,KG
356,303899030,달고기,John dory,KG
357,303899040,임연수어,Atka mackerel,KG
358,303899050,볼낙(적어를 포함한다),Rock fish (including pacific ocean perch),KG
359,303899060,아귀,Angler (monkfish),KG
360,303899070,먹장어(대서양 또는 태평양),"Hagfish (Pacific, Atlantic)",KG
361,303899080,밀크피쉬,Milk fish ,KG
362,30389909,기타 ,Other ,
363,303899091,민어,Croakers,KG
364,303899092,까나리,Sand lance,KG
365,303899093,이빨고기[디소스티쿠스(Dissostichus)속은 제외한다],"Toothfish, other than Dissostichus spp.",KG
366,303899099,기타,Other,KG
367,303911000,간,Livers,KG
368,3039120,어란(魚卵)ㆍ어백(魚白),"Roes, milt",
369,303912010,명란,Of Alaska Pollock,KG
370,303912090,기타,Other,KG
371,303920000,상어 지느러미,Shark fins,KG
372,303990000,기타,Other,KG
373,304310000,틸라피아[오레오크로미스(Oreochromis)속],Tilapias (Oreochromis spp.),KG
374,304320000,메기[판가시우스(Pangasius)속ㆍ실루러스(Silurus)속ㆍ클라리아스(Clarias)속ㆍ익타루러스(Ictalurus)속],"Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",KG
375,304330000,나일 퍼치[라테스 니로티쿠스(Lates niloticus)],Nile Perch (Lates niloticus),KG
376,304390000,기타,Other,KG
377,304410000,"태평양 연어[옹코링쿠스 넬카(Oncorhynchus nerka)ㆍ옹코링쿠스 고르부스카(Oncorhynchus gorbuscha)ㆍ옹코링쿠스 케타(Oncorhynchus keta)ㆍ옹코링쿠스 차비차(Oncorhynchus tschawytscha)ㆍ옹코링쿠스 키수츠(Oncorhynchus kisutch)ㆍ옹코링쿠스 마소(Oncorhynchus masou)ㆍ옹코링쿠스 로두루스(Oncorhynchus rhodurus)], 대서양 연어[살모 살라(Salmo salar)], 다뉴브 연어[후코 후코(Hucho hucho)]","Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",KG
378,304420000,송어[살모 트루타(Salmo trutta)ㆍ옹코링쿠스 미키스(Oncorhynchus mykiss)ㆍ옹코링쿠스 클라키(Oncorhynchus clarki)ㆍ옹코링쿠스 아구아보니타(Oncorhynchus aguabonita)ㆍ옹코링쿠스 길래(Oncorhynchus gilae)ㆍ옹코링쿠스 아파케(Oncorhynchus apache)ㆍ옹코링쿠스 크리소가스터(Oncorhynchus chrysogaster)],"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",KG
379,304431000,가자미,Plaice,KG
380,304439000,기타,Other,KG
381,304440000,브레그마세로티대(Bregmacerotidae)과ㆍ유클리티대(Euclichthyidae)과ㆍ가디대(Gadidae)과ㆍ마크로우리대(Macrouridae)과ㆍ멜라노니대(Melanonidae)과ㆍ메르루치대(Merlucciidae)과ㆍ모리대(Moridae)과ㆍ무라에놀레피디대(Muraenolepididae)과의 어류,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",KG
382,304450000,황새치[자이피어스 글래디어스(Xiphias gladius)],Swordfish (Xiphias gladius),KG
383,304460000,이빨고기[디소스티쿠스(Dissostichus)속],Toothfish (Dissostichus spp.),KG
384,304470000,곱상어와 그 밖의 상어,Dogfish and other sharks,KG
385,304480000,가오리와 홍어[라지대(Rajidae)과],Rays and skates (Rajidae),KG
386,304491000,붕장어,Conger eel,KG
387,304492000,참다랑어,Bluefin tunas,KG
388,304499000,기타,Other,KG
389,304511000,연육,Fish surimi,KG
390,304519000,기타,Other,KG
391,304520000,연어과,Salmonidae,KG
392,304530000,브레그마세로티대(Bregmacerotidae)과ㆍ유클리티대(Euclichthyidae)과ㆍ가디대(Gadidae)과ㆍ마크로우리대(Macrouridae)과ㆍ멜라노니대(Melanonidae)과ㆍ메르루치대(Merlucciidae)과ㆍ모리대(Moridae)과ㆍ무라에놀레피디대(Muraenolepididae)과의 어류,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepidida",KG
393,304540000,황새치[자이피어스 글래디어스(Xiphias gladius)],Swordfish (Xiphias gladius),KG
394,304550000,이빨고기[디소스티쿠스(Dissostichus)속],Toothfish (Dissostichus spp.),KG
395,304560000,곱상어와 그 밖의 상어,Dogfish and other sharks,KG
396,304573000,연육,Fish surimi,KG
397,304579000,기타,Other,KG
398,304591000,붕장어,Conger eel,KG
399,304592000,가자미,Plaice,KG
400,3045930,참다랑어,Bluefin tunas,
401,304593010,연육,Fish surimi,KG
402,304593090,기타,Other,KG
403,3045990,기타,Other,
404,304599010,연육,Fish surimi,KG
405,304599090,기타,Other,KG
406,304610000,틸라피아[오레오크로미스(Oreochromis)속],Tilapias (Oreochromis spp.),KG
407,304620000,메기[판가시우스(Pangasius)속ㆍ실루러스(Silurus)속ㆍ클라리아스(Clarias)속ㆍ익타루러스(Ictalurus)속],"Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",KG
408,304630000,나일 퍼치[라테스 니로티쿠스(Lates niloticus)],Nile Perch (Lates niloticus),KG
409,304690000,기타,Other,KG
410,304710000,대구[가두스 모르화(Gadus morhua)ㆍ가두스 오각(Gadus ogac)ㆍ가두스 마크로세팔루스(Gadus macrocephalus)],"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",KG
411,304720000,해덕[멜라노그라무스 애그레피누스(Melanogrammus aeglefinus)],Haddock (Melanogrammus aeglefinus),KG
412,304730000,검정대구[폴라치우스 비렌스(Pollachius virens)],Coalfish (Pollachius virens),KG
413,304740000,민대구[메루키우스(Merluccius)속ㆍ유르피키스(Urophycis)속],"Hake (Merluccius spp., Urophycis spp.)",KG
414,304750000,명태[테라그라 찰코그라마(Theragra chalcogramma)],Alaska Pollock (Theragra chalcogramma),KG
415,304790000,기타,Other,KG
416,304810000,"태평양 연어[옹코링쿠스 넬카(Oncorhynchus nerka)ㆍ옹코링쿠스 고르부스카(Oncorhynchus gorbuscha)ㆍ옹코링쿠스 케타(Oncorhynchus keta)ㆍ옹코링쿠스 차비차(Oncorhynchus tschawytscha)ㆍ옹코링쿠스 키수츠(Oncorhynchus kisutch)ㆍ옹코링쿠스 마소(Oncorhynchus masou)ㆍ옹코링쿠스 로두루스(Oncorhynchus rhodurus)], 대서양 연어[살모 살라(Salmo salar)], 다뉴브 연어[후코 후코(Hucho hucho)]","Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",KG
417,304820000,송어[살모 트루타(Salmo trutta)ㆍ옹코링쿠스 미키스(Oncorhynchus mykiss)ㆍ옹코링쿠스 클라키(Oncorhynchus clarki)ㆍ옹코링쿠스 아구아보니타(Oncorhynchus aguabonita)ㆍ옹코링쿠스 길래(Oncorhynchus gilae)ㆍ옹코링쿠스 아파케(Oncorhynchus apache)ㆍ옹코링쿠스 크리소가스터(Oncorhynchus chrysogaster)],"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",KG
418,304831000,가자미,Plaice,KG
419,304839000,기타,Other,KG
420,304840000,황새치[자이피어스 글래디어스(Xiphias gladius)],Swordfish (Xiphias gladius),KG
421,304850000,이빨고기[디소스티쿠스(Dissostichus)속],Toothfish (Dissostichus spp.),KG
422,304860000,청어[클루페아 하렌구스(Clupea harengus)ㆍ클루페아 팔라시(Clupea pallasii)],"Herrings (Clupea harengus, Clupea pallasii)",KG
423,304871000,참다랑어,Bluefin tunas,KG
424,304879000,기타,Other,KG
425,304881000,"곱상어, 그 밖의 상어","Dogfish, other sharks",KG
426,304889000,기타,Other,KG
427,304891000,붕장어의 것,Of conger-eel,KG
428,304892000,이빨고기[디소스티쿠스(Dissostichus)속은 제외한다]의 것,"Of toothfish, other than Dissostichus spp.",KG
429,304893000,틸라피아[오레오크로미스(Oreochromis)속은 제외한다]의 것,"Of tilapia, other than Oreochromis spp.",KG
430,304894000,쥐치의 것,Of file fish,KG
431,304895000,고등어의 것,Of mackerels,KG
432,304899000,기타,Other,KG
433,304911000,냉동 연육,Frozen fish surimi,KG
434,304919000,기타,Other,KG
435,304921000,냉동 연육,Frozen fish surimi,KG
436,304929000,기타,Other,KG
437,304931000,냉동 연육,Frozen fish surimi,KG
438,304939000,기타,Other,KG
439,304941000,냉동 연육,Frozen fish surimi,KG
440,304949000,기타,Other,KG
441,304951000,냉동 연육,Frozen fish surimi,KG
442,304959000,기타,Other,KG
443,304960000,곱상어와 그 밖의 상어,Dogfish and other sharks,KG
444,304970000,가오리와 홍어[라지대(Rajidae)과],Rays and skates (Rajidae),KG
445,304991000,냉동 연육,Frozen fish surimi,KG
446,304999000,기타,Other,KG
447,305201000,간,Livers,KG
448,305202000,건조한 어란(魚卵)과 어백(魚白),"Roes and milt, dried",KG
449,305203000,훈제한 어란(魚卵)과 어백(魚白),"Roes and milt, smoked",KG
450,3052040,염장이나 염수장한 어란(魚卵)과 어백(魚白),"Roes and milt, salted or in brine",
451,305204010,명태의 것,Of alaska pollack,KG
452,305204020,조기의 것,Of yellow corvina,KG
453,305204030,청어의 것,Of herrings,KG
454,305204090,기타,Other,KG
455,305311000,건조한 것,Dried,KG
456,305312000,염장이나 염수장한 것,Salted or in brine,KG
457,305321000,건조한 것,Dried,KG
458,305322000,염장이나 염수장한 것,Salted or in brine,KG
459,305391000,건조한 것,Dried,KG
460,305392000,염장이나 염수장한 것,Salted or in brine,KG
461,305410000,"태평양 연어[옹코링쿠스 넬카(Oncorhynchus nerka)ㆍ옹코링쿠스 고르부스카(Oncorhynchus gorbuscha)ㆍ옹코링쿠스 케타(Oncorhynchus keta)ㆍ옹코링쿠스 차비차(Oncorhynchus tschawytscha)ㆍ옹코링쿠스 키수츠(Oncorhynchus kisutch)ㆍ옹코링쿠스 마소(Oncorhynchus masou)ㆍ옹코링쿠스 로두루스(Oncorhynchus rhodurus)], 대서양 연어[살모 살라(Salmo salar)], 다뉴브 연어[후코 후코(Hucho hucho)]","Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",KG
462,305420000,청어[클루페아 하렌구스(Clupea harengus)ㆍ클루페아 팔라시(Clupea pallasii)],"Herrings (Clupea harengus, Clupea pallasii)",KG
463,305430000,송어[살모 트루타(Salmo trutta)ㆍ옹코링쿠스 미키스(Oncorhynchus mykiss)ㆍ옹코링쿠스 클라키(Oncorhynchus clarki)ㆍ옹코링쿠스 아구아보니타(Oncorhynchus aguabonita)ㆍ옹코링쿠스 길래(Oncorhynchus gilae)ㆍ옹코링쿠스 아파케(Oncorhynchus apache)ㆍ옹코링쿠스 크리소가스터(Oncorhynchus chrysogaster)],"Trout(Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",KG
464,305440000,"틸라피아[오레오크로미스(Oreochromis)속], 메기[판가시우스(Pangasius)속ㆍ실루러스(Silurus)속ㆍ클라리아스(Clarias)속ㆍ익타루러스(Ictalurus)속], 잉어[사이프리너스(Cyprinus)속ㆍ카라시우스(Carassius)속ㆍ크테노파린고돈 이델루스(Ctenopharyngodon idellus)ㆍ하이포프탈미크티스(Hypophthalmichthys)속ㆍ시리누스(Cirrhinus)속ㆍ마일로파린고돈 피세우스(Mylopharyngodon piceus)ㆍ카틀라 카틀라(Catla catla)ㆍ라베오(Labeo)속ㆍ오스테오킬루스 하셀티(Osteochilus hasselti)ㆍ렙토바르부스 호에베니(Leptobarbus hoeveni)ㆍ메갈로브라마(Megalobrama)속], 뱀장어[앙귈라(Anguilla)속], 나일 퍼치[라테스 니로티쿠스(Lates niloticus)], 가물치[카나(Channa)속]","Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)",KG
465,305491000,멸치,Anchovies,KG
466,305492000,명태,Alaska Pollock,KG
467,305499000,기타,Other,KG
468,305510000,대구[가두스 모르화(Gadus morhua)ㆍ가두스 오각(Gadus ogac)ㆍ가두스 마크로세팔루스(Gadus macrocephalus)],"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",KG
469,305520000,"틸라피아[오레오크로미스(Oreochromis)속], 메기[판가시우스(Pangasius)속ㆍ실루러스(Silurus)속ㆍ클라리아스(Clarias)속ㆍ익타루러스(Ictalurus)속], 잉어[사이프리너스(Cyprinus)속ㆍ카라시우스(Carassius)속ㆍ크테노파린고돈 이델루스(Ctenopharyngodon idellus)ㆍ하이포프탈미크티스(Hypophthalmichthys)속ㆍ시리누스(Cirrhinus)속ㆍ마일로파린고돈 피세우스(Mylopharyngodon piceus)ㆍ카틀라 카틀라(Catla catla)ㆍ라베오(Labeo)속ㆍ오스테오킬루스 하셀티(Osteochilus hasselti)ㆍ렙토바르부스 호에베니(Leptobarbus hoeveni)ㆍ메갈로브라마(Megalobrama)속], 뱀장어[앙귈라(Anguilla)속], 나일 퍼치[라테스 니로티쿠스(Lates niloticus)], 가물치[카나(Channa)속]","Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)",KG
470,305531000,명태(북어),Alaska Pollock,KG
471,305539000,기타,Other,KG
472,305541000,멸치[엔그라울리스(Engraulis)속],anchovies (Engraulis spp.),KG
473,305549000,기타,Other,KG
474,305594000,조기(굴비),Yellow corvina,KG
475,305595000,복어,Puffers,KG
476,305596000,갯장어,Sharp toothed eel,KG
477,305597000,까나리,Sand lance,KG
478,305598000,베도라치(실치),"Blenny or gunnel, including juvenile white bait",KG
479,305599000,기타,Other,KG
480,305610000,청어[클루페아 하렌구스(Clupea harengus)ㆍ클루페아 팔라시(Clupea pallasii)],"Herrings (Clupea harengus, Clupea pallasii)",KG
481,305620000,대구[가두스 모르화(Gadus morhua)ㆍ가두스 오각(Gadus ogac)ㆍ가두스 마크로세팔루스(Gadus macrocephalus)],"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",KG
482,305631000,멸치젓,Salt fermented anchovy,KG
483,305639000,기타,Other,KG
484,305640000,"틸라피아[오레오크로미스(Oreochromis)속], 메기[판가시우스(Pangasius)속ㆍ실루러스(Silurus)속ㆍ클라리아스(Clarias)속ㆍ익타루러스(Ictalurus)속], 잉어[사이프리너스(Cyprinus)속ㆍ카라시우스(Carassius)속ㆍ크테노파린고돈 이델루스(Ctenopharyngodon idellus)ㆍ하이포프탈미크티스(Hypophthalmichthys)속ㆍ시리누스(Cirrhinus)속ㆍ마일로파린고돈 피세우스(Mylopharyngodon piceus)ㆍ카틀라 카틀라(Catla catla)ㆍ라베오(Labeo)속ㆍ오스테오킬루스 하셀티(Osteochilus hasselti)ㆍ렙토바르부스 호에베니(Leptobarbus hoeveni)ㆍ메갈로브라마(Megalobrama)속], 뱀장어[앙귈라(Anguilla)속], 나일 퍼치[라테스 니로티쿠스(Lates niloticus)], 가물치[카나(Channa)속]","Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)",KG
