번호,한글명,영문명
8480,"금속 주조용 주형틀, 주형 베이스, 주형 제조용 모형, 금속[잉곳(ingot)용은 제외한다]ㆍ금속탄화물ㆍ유리ㆍ광물성 물질ㆍ고무ㆍ플라스틱 성형용 주형","Moulding boxes for metal foundry; mould bases; moulding patterns; moulds for metal (other than ingot moulds), metal carbides, glass, mineral materials, rubber or plastics."
8481,파이프ㆍ보일러 동체ㆍ탱크ㆍ통이나 이와 유사한 물품에 사용하는 탭ㆍ코크ㆍ밸브와 이와 유사한 장치(감압밸브와 온도제어식 밸브를 포함한다),"Taps, cocks, valves and similar appliances for pipes, boiler shells, tanks, vats or the like, including pressure- reducing valves and thermostatically controlled valves."
8482,볼베어링(ball bearing)이나 롤러베어링(roller bearing),Ball or roller bearings.
8483,"전동축[캠샤프트(cam shaft)와 크랭크샤프트(crank shaft)를 포함한다], 크랭크(crank), 베어링하우징(bearing housing)과 플레인 샤프트베어링(plain shaft bearing), 기어(gear)와 기어링(gearing), 볼이나 롤러 스크루(roller screw), 기어박스(gear box), 그 밖의 변속기[토크컨버터(torque converter)를 포함한다], 플라이휠(flywheel)과 풀리(pulley)[풀리블록(pulley block)을 포함한다], 클러치(clutch)와 샤프트커플링(shaft coupling)[유니버설조인트(universal joint)를 포함한다]","Transmission shafts (including cam shafts and crank shafts) and cranks; bearing housings and plain shaft bearings; gears and gearing; ball or roller screws; gear boxes and other speed changers, including torque converters; flywheels and pulleys, including pulley blocks; clutches and shaft couplings (including universal joints)."
8484,"개스킷(gasket)과 이와 유사한 조인트(금속 외의 재료와 결합한 금속판으로 만든 것이나 금속을 두 개 이상 적층한 것으로 한정한다), 재질이 다른 것을 세트로 하거나 소포장한 개스킷(gasket)과 이와 유사한 조인트(작은 주머니와 봉투에 넣은 것이나 이와 유사한 포장을 한 것으로 한정한다), 메커니컬 실(mechanical seal)","Gaskets and similar joints of metal sheeting combined with other material or of two or more layers of metal; sets or assortments of gaskets and similar joints, dissimilar in composition, put up in pouches, envelopes or similar packings; mechanical seals. "
8485,적층제조기계,Machines for additive manufacturing.
8486,"반도체 보울(boule)이나 웨이퍼(wafer)ㆍ반도체 디바이스ㆍ전자집적회로ㆍ평판디스플레이의 제조에 전용되거나 주로 사용되는 기계와 기기, 이 류의 주 제11호다목에서 특정한 기계와 기기, 그 부분품과 부속품","Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories."
8487,"기계류의 부분품(접속자ㆍ절연체ㆍ코일ㆍ접촉자와 그 밖의 전기용품을 포함하지 않으며, 이 류에 따로 분류되지 않은 것으로 한정한다)","Machinery parts, not containing electrical connectors, insulators, coils, contacts or other electrical features, not specified or included elsewhere in this Chapter."
8501,전동기와 발전기(발전세트는 제외한다),Electric motors and generators (excluding generating sets).
8502,발전세트와 회전변환기,Electric generating sets and rotary converters.
8503,부분품(제8501호나 제8502호의 기계에 전용되거나 주로 사용되는 것으로 한정한다),Parts suitable for use solely or principally with the machines of heading 85.01 or 85.02.
8504,변압기ㆍ정지형 변환기(예: 정류기)와 유도자,"Electrical transformers, static converters(for example, rectifiers) and inductors."
8505,"전자석, 영구자석과 자화(磁化)한 후 영구자석으로 사용되는 물품, 전자석이나 영구자석식 척(chuck)ㆍ클램프와 이와 유사한 가공물 홀더, 전자석 커플링(coupling)ㆍ클러치와 브레이크, 전자석 리프팅헤드(lifting head)","Electro-magnets; permanent magnets and articles intended to become permanent magnets after magnetisation; electromagnetic or permanent magnet chucks, clamps and similar holding devices; electro-magnetic couplings, clutches and brakes; electro-magnetic lifting heads."
8506,일차전지,Primary cells and primary batteries.
8507,"축전지(격리판을 포함하며, 직사각형이나 정사각형인지에 상관없다)","Electric accumulators, including separators therefor, whether or not rectangular(including square)."
8508,진공청소기,Vacuum cleaners.
8509,"전기기계식의 가정용 기기(전동기를 갖춘 것으로 한정하며, 제8508호의 진공청소기는 제외한다)","Electro-mechanical domestic appliances, with self-contained electric motor, other than vacuum cleaners of heading 85.08."
8510,면도기ㆍ이발기ㆍ모발제거기[전동기를 갖춘 것으로 한정한다],"Shavers, hair clippers and hair-removing appliances, with self-contained electric motor."
8511,"불꽃점화식이나 압축점화식 내연기관의 점화용ㆍ시동용 전기기기(예: 점화용 자석발전기ㆍ자석발전기ㆍ점화코일ㆍ점화플러그ㆍ예열플러그ㆍ시동전동기), 내연기관에 부속되는 발전기(예: 직류발전기ㆍ교류발전기)와 개폐기","Electrical ignition or starting equipment of a kind used for spark-ignition or compression-ignition internal combustion engines (for example, ignition magnetos, magneto-dynamos, ignition coils, sparking plugs and glow plugs, starter motors); generators (for example, dynamos, alternators) and cut-outs of a kind used in conjunction with such engines."
8512,전기식 조명용이나 신호용 기구(제8539호의 물품은 제외한다)ㆍ윈드스크린와이퍼(windscreen wiper)ㆍ제상기(defroster)ㆍ제무기(demister)(자전거용이나 자동차용으로 한정한다),"Electrical lighting or signalling equipment(excluding articles of heading 85.39), windscreen wipers, defrosters and demisters of a kind used for cycles or motor vehicles."
8513,"휴대용 전등(건전지ㆍ축전지ㆍ자석발전기와 같은 자체 전원기능을 갖춘 것으로 한정하며, 제8512호의 조명기구는 제외한다)","Portable electric lamps designed to function by their own source of energy(for example, dry batteries, accumulators, magnetos), other than lighting equipment of heading 85.12."
8514,공업용이나 실험실용 전기식 노(爐)와 오븐[전자유도식이나 유전손실(dielectric loss)식을 포함한다]과 그 밖의 공업용이나 실험실용의 전자유도식이나 유전손실(dielectric loss)식 가열기,Industrial or laboratory electric furnaces and ovens (including those functioning by induction or dielectric loss); other industrial or laboratory equipment for the heat treatment of materials by induction or dielectric loss.
8515,"전기식(전기발열에 따른 가스식을 포함한다)ㆍ레이저나 그 밖의 광선식ㆍ광자빔식ㆍ초음파식ㆍ전자빔식ㆍ자기펄스(magnetic pulse)식ㆍ플라즈마 아크(plasma arc)식 납땜용ㆍ땜질용이나 용접용 기기(절단기능이 있는지에 상관없다), 금속이나 서멧(cermet)의 가열분사용 전기식 기기","Electric (including electrically heated gas), laser or other light or photon beam, ultrasonic, electron beam, magnetic pulse or plasma arc soldering, brazing or welding machines and apparatus, whether or not capable of cutting; electric machines and apparatus for hot spraying of metals or cermets."
8516,"전기식의 즉시식ㆍ저장식 물가열기와 투입식 가열기, 난방기기와 토양가열기, 전기가열식 이용기기[예: 헤어드라이어ㆍ헤어컬러(hair curler)ㆍ컬링통히터(curling tong heater)], 손 건조기, 전기다리미, 그 밖의 가정용 전열기기, 전열용 저항체(제8545호의 것은 제외한다)","Electric instantaneous or storage water heaters and immersion heaters; electric space heating apparatus and soil heating apparatus; electro-thermic hair-dressing apparatus (for example, hair dryers, hair curlers, curling tong heaters) and hand dryers; electric smoothing irons; other electro-thermic appliances of a kind used for domestic purposes; electric heating resistors, other than those of heading 85.45."
8517,"전화기(셀룰러 통신망용이나 그 밖의 무선통신망용의 스마트폰과 그 밖의 전화기를 포함한다)와 음성ㆍ영상이나 그 밖의 자료의 송신용ㆍ수신용 그 밖의 기기(근거리 통신망이나 원거리 통신망과 같은 유선ㆍ무선 통신망에서 통신하기 위한 기기를 포함하며, 제8443호ㆍ제8525호ㆍ제8527호ㆍ제8528호의 송신용ㆍ수신용 기기는 제외한다)","Telephone sets, including smartphones and other telephones for cellular networks or for other wireless networks; other apparatus for the transmission or reception of voice, images or other data, including apparatus for communication in a wired or wireless network (such as a local or wide area network), other than transmission or reception apparatus of heading 84.43, 85.25, 85.27 or 85.28."
8518,"마이크로폰과 그 스탠드, 확성기[인클로저(enclosure)에 장착된 것인지에 상관없다], 헤드폰과 이어폰(마이크로폰이 부착된 것인지에 상관없다), 마이크로폰과 한 개 이상의 확성기로 구성된 세트, 가청주파증폭기, 음향증폭세트","Microphones and stands therefor; loudspeakers, whether or not mounted in their enclosures; headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers; audio-frequency electric amplifiers; electric sound amplifier sets."
8519,음성 녹음용이나 재생용 기기,Sound recording or reproducing apparatus.
8521,영상기록용이나 재생용 기기(비디오튜너를 결합한 것인지에 상관없다),"Video recording or reproducing apparatus, whether or not incorporating a video tuner."
8522,제8519호나 제8521호의 기기에 전용되거나 주로 사용되는 부분품과 부속품,Parts and accessories suitable for use solely or principally with the apparatus of headings 85.19 or 85.21.
8523,"디스크ㆍ테이프ㆍ솔리드 스테이트(solid-state)의 비휘발성 기억장치ㆍ스마트카드와 음성이나 그 밖의 현상의 기록용 기타 매체[기록된 것인지에 상관없으며 디스크 제조용 매트릭스(matrices)와 마스터(master)를 포함하되, 제37류의 물품은 제외한다]","Discs, tapes, solid-state non-volatile storage devices, “smart cards” and other media for the recording of sound or of other phenomena, whether or not recorded, including matrices and masters for the production of discs, but excluding products of Chapter 37."
8524,평판디스플레이 모듈(터치감응식 스크린을 장착한 것인지에 상관없다),"Flat panel display modules, whether or not incorporating touch-sensitive screens."
8525,라디오 방송용이나 텔레비전용 송신기기(수신기기ㆍ 음성기록기기ㆍ재생기기를 갖춘 것인지에 상관없다)와 텔레비전 카메라ㆍ디지털 카메라ㆍ비디오카메라레코더,"Transmission apparatus for radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; television cameras, digital cameras and video camera recorders."
8526,레이더기기ㆍ항행용 무선기기ㆍ무선원격조절기기,"Radar apparatus, radio navigational aid apparatus and radio remote control apparatus."
8527,"라디오방송용 수신기기(음성기록기기ㆍ재생기기, 시계가 동일한 하우징 내에 결합된 것인지에 상관없다)","Reception apparatus for radio-broadcasting, whether or not combined, in the same housing, with sound recording or reproducing apparatus or a clock. "
8528,"텔레비전 수신기기를 갖추지 않은 모니터와 프로젝터, 텔레비전 수신용 기기(라디오 방송용 수신기기ㆍ음성이나 영상의 기록용 기기나 재생용 기기를 결합한 것인지에 상관없다)","Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus."
8529,부분품(제8524호부터 제8528호까지에 열거된 물품에 전용되거나 주로 사용되는 것으로 한정한다),Parts suitable for use solely or principally with the apparatus of headings 85.24 to 85.28.
8530,철도ㆍ궤도ㆍ도로ㆍ내륙수로ㆍ주차장ㆍ항만ㆍ비행장에서 사용되는 전기식 신호기기ㆍ안전기기ㆍ교통관제기기(제8608호의 것은 제외한다),"Electrical signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields (other than those of heading 86.08)."
8531,"전기식 음향이나 시각 신호용 기기(예: 벨ㆍ사이렌ㆍ표시반ㆍ도난경보기ㆍ화재경보기). 다만, 제8512호나 제8530호의 것은 제외한다.","Electric sound or visual signalling apparatus(for example, bells, sirens, indicator panels, burglar or fire alarms), other than those of heading 85.12 or 85.30."
8532,축전기[고정식ㆍ가변식ㆍ조정식(프리세트)으로 한정한다],"Electrical capacitors, fixed, variable or adjustable(pre-set)."
8533,"전기저항기[가감저항기(rheostat)와 전위차계(potentiometer)를 포함하며, 전열용 저항체는 제외한다]","Electrical resistors(including rheostats and potentiometers), other than heating resistors."
8534,인쇄회로,Printed circuits.
8535,"전기회로의 개폐용ㆍ보호용ㆍ접속용 기기[예: 개폐기ㆍ퓨즈ㆍ피뢰기ㆍ전압제한기ㆍ서지(surge)억제기ㆍ플러그와 그 밖의 커넥터ㆍ접속함](전압이 1,000볼트를 초과하는 것으로 한정한다)","Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, fuses, lightning arresters, voltage limiters, surge suppressors, plugs and other connectors and junction boxes), for a voltage exceeding 1,000 volts."
8536,"전기회로의 개폐용ㆍ보호용ㆍ접속용 기기[예: 개폐기ㆍ계전기ㆍ퓨즈ㆍ서지(surge)억제기ㆍ플러그ㆍ소켓ㆍ램프홀더와 그 밖의 커넥터ㆍ접속함](전압이 1,000볼트 이하인 것으로 한정한다)와 광섬유용ㆍ광섬유 다발용ㆍ케이블용 커넥터","Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, relays, fuses, surge suppressors, plugs, sockets, lamp-holders and other connectors, junction boxes), for a voltage not exceeding 1,000volts; connectors for optical fibres, optical fibre bundles or cables."
8537,"전기제어용이나 배전용 보드ㆍ패널ㆍ콘솔ㆍ책상ㆍ캐비닛과 그 밖의 기반(基盤)(제8535호나 제8536호의 기기를 두 가지 이상 장착한 것으로 한정하고 제90류의 기기와 수치제어기기와 결합한 것을 포함하며, 제8517호의 교환기기는 제외한다)","Boards, panels, consoles, desks, cabinets and other bases, equipped with two or more apparatus of heading 85.35 or 85.36, for electric control or the distribution of electricity, including those incorporating instruments or apparatus of Chapter 90, and numerical control apparatus, other than switching apparatus of heading 85.17."
8538,부분품(제8535호ㆍ제8536호ㆍ제8537호의 기기에 전용되거나 주로 사용되는 것으로 한정한다),"Parts suitable for use solely or principally with the apparatus of heading 85.35, 85.36 or 85.37."
8539,"필라멘트램프나 방전램프[실드빔 램프유닛(sealed beam lamp unit)과 자외선램프나 적외선램프를 포함한다], 아크램프, 발광다이오드(엘이디) 광원","Electric filament or discharge lamps, including sealed beam lamp units and ultra-violet or infra-red lamps; arc-lamps; light-emitting diode (LED) light sources."
8540,열전자관ㆍ냉음극관ㆍ광전관[예: 진공관ㆍ증기나 가스를 봉입한 관ㆍ수은아크정류관ㆍ음극선관ㆍ텔레비전용 촬상관(camera tube)],"Thermionic, cold cathode or photo-cathode valves and tubes(for example, vacuum or vapour or gas filled valves and tubes, mercury arc rectifying valves and tubes, cathode-ray tubes, television camera tubes)."
8541,"반도체 디바이스(예: 다이오드ㆍ트랜지스터ㆍ반도체 기반 트랜스듀서), 감광성 반도체 디바이스(광전지는 모듈에 조립되었거나 패널로 구성되었는지 여부와 관계없이 포함한다), 발광다이오드[(엘이디), 다른 발광다이오드와 결합되었는지 여부과 관계없이 포함한다], 장착된 압전기 결정소자","Semiconductor devices (for example, diodes, transistors, semiconductor-based transducers); photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light-emitting diodes (LED), whether or not assembled with other light-emitting diodes (LED); mounted piezo-electric crystals."
8542,전자집적회로,Electronic integrated circuits.
8543,그 밖의 전기기기(이 류에 따로 분류되지 않은 것으로서 고유의 기능을 가진 것으로 한정한다),"Electrical machines and apparatus, having individual functions, not specified or included elsewhere in this Chapter."
8544,"절연(에나멜 도포나 산화피막처리를 한 것을 포함한다) 전선ㆍ케이블(동축케이블을 포함한다)과 그 밖의 전기절연도체(이것은 접속자가 부착된 것인지에 상관없다), 광섬유 케이블(섬유를 개별 피복하여 만든 것으로 한정하며, 전기도체나 접속자가 부착된 것인지에 상관없다)","Insulated (including enamelled or anodised) wire, cable (including co-axial cable) and other insulated electric conductors; whether or not fitted with connectors; optical fibre cables, made up of individually sheathed fibres, whether or not assembled with electric conductors or fitted with connectors."
8545,"탄소전극ㆍ탄소브러시ㆍ램프용 탄소ㆍ전지용 탄소와 그 밖의 흑연이나 탄소제품(전기용으로 한정하며, 금속이 함유된 것인지에 상관없다)","Carbon electrodes, carbon brushes, lamp carbons, battery carbons and other articles of graphite or other carbon, with or without metal, of a kind used for electrical purposes."
8546,애자(어떤 재료라도 가능하다),Electrical insulators of any material.
8547,"전기기기용으로서 전부가 절연재료로 구성된 절연용 물품(나선가공 소켓과 같이 단순히 조립을 위하여 주조 과정에서 소량의 금속이 주입된 것을 포함하며, 제8546호의 애자는 제외한다), 비금속(卑金屬)으로 만든 전기용 도관(導管)과 그 연결구류(절연재료로 속을 댄 것으로 한정한다)","Insulating fittings for electrical machines, appliances or equipment, being fitting wholly of insulating material apart from any minor components of metal (for example, threaded sockets) incorporated during moulding solely for purposes of assembly, other than insulators of heading 85.46; electrical conduit tubing and joints therefor, of base metal lined with insulating material."
8548,기기의 전기식 부분품(이 류에 따로 분류되지 않은 것으로 한정한다),"Electrical parts of machinery or apparatus, not specified or included elsewhere in this Chapter."
8549,전기ㆍ전자 웨이스트(waste)와 스크랩(scrap),Electrical and electronic waste and scrap.
8601,철도용 기관차(외부 전원이나 축전지로 주행하는 것으로 한정한다),Rail locomotives powered from an external source of electricity or by electric accumulators.
8602,그 밖의 철도용 기관차와 탄수차(炭水車),Other rail locomotives; locomotive tenders.
8603,자주식(自走式) 철도용이나 궤도용 객차와 화차(제8604호의 것은 제외한다),"Self-propelled railway or tramway coaches, vans and trucks, other than those of heading 86.04."
8604,철도나 궤도의 유지용이나 보수용 차량[자주식(自走式)의 것인지에 상관없다][예: 공작차(workshop)ㆍ기중기차(crane)ㆍ밸러스트 템퍼(ballast tamper)ㆍ트랙라이너(trackliner)ㆍ검사차ㆍ궤도검사차],"Railway or tramway maintenance or service vehicles, whether or not self-propelled (for example, workshops, cranes, ballast tampers, trackliners, testing coaches and track inspection vehicles)."
8605,"철도용이나 궤도용 객차[자주식(自走式)은 제외한다], 수하물차ㆍ우편차와 그 밖의 철도용이나 궤도용 특수용도차[자주식(自走式)과 제8604호의 것은 제외한다]","Railway or tramway passenger coaches, not self-propelled; luggage vans, post office coaches and other special purpose railway or tramway coaches, not self-propelled (excluding those of heading 86.04)."
8606,철도용이나 궤도용 화차[자주식(自走式)은 제외한다],"Railway or tramway goods vans and wagons, not self-propelled."
8607,철도용이나 궤도용 기관차나 차량의 부분품,Parts of railway or tramway locomotives or rolling-stock.
8608,"철도나 궤도선로용 장치물, 철도ㆍ궤도ㆍ도로ㆍ내륙수로ㆍ주차장ㆍ항만ㆍ비행장에서 사용되는 기계식(전기기계식을 포함한다) 신호기기ㆍ안전기기ㆍ교통관제기기, 이들의 부분품","Railway or tramway track fixtures and fittings; mechanical (including electro-mechanical) signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields; parts of the foregoing."
8609,"컨테이너(액체운반용 컨테이너를 포함하며, 하나 이상의 운송수단으로 운반할 수 있도록 특별히 설계되고 구조를 갖춘 것으로 한정한다)",Containers (including containers for the transport of fluids) specially designed and equipped for carriage by one or more modes of transport.
8701,트랙터(제8709호의 트랙터는 제외한다),Tractors (other than tractors of heading 87.09).
8702,10인 이상(운전자를 포함한다) 수송용 자동차,"Motor vehicles for the transport of ten or more persons, including the driver."
8703,"주로 사람을 수송할 수 있도록 설계된 승용자동차와 그 밖의 차량[제8702호의 것은 제외하며, 스테이션왜건(station wagon)과 경주용 자동차를 포함한다]","Motor cars and other motor vehicles principally designed for the transport of persons (other than those of heading 87.02), including station wagons and racing cars."
8704,화물자동차,Motor vehicles for the transport of goods.
8705,특수용도차량(주로 사람이나 화물 수송용으로 설계된 것은 제외한다)[예: 구난차(breakdown lorry)ㆍ기중기차(crane lorry)ㆍ소방차ㆍ콘크리트믹서 운반차ㆍ도로청소차ㆍ살포차ㆍ이동공작차ㆍ이동방사선차],"Special purpose motor vehicles, other than those principally designed for the transport of persons or goods (for example, breakdown lorries, crane lorries, fire fighting vehicles, concrete-mixer lorries, road sweeper lorries, spraying lorries, mobile workshops, mobile radiological units)."
8706,엔진을 갖춘 섀시(제8701호부터 제8705호까지의 자동차용으로 한정한다),"Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05."
8707,"차체(운전실을 포함하며, 제8701호부터 제8705호까지의 자동차용으로 한정한다)","Bodies (including cabs), for the motor vehicles of headings 87.01 to 87.05."
8708,부분품과 부속품(제8701호부터 제8705호까지의 차량용으로 한정한다),Parts and accessories of the motor vehicles of headings 87.01 to 87.05.
8709,"공장ㆍ창고ㆍ부두ㆍ공항에서 화물의 단거리 운반에 사용하는 형으로 권양(捲揚)용이나 취급용 장비가 결합되지 않은 자주식(自走式) 작업차, 철도역의 플랫폼에서 사용하는 형의 트랙터, 이들의 부분품","Works trucks, self-propelled, not fitted with lifting or handling equipment, of the type used in factories, warehouses, dock areas or airports for short distance transport of goods; tractors of the type used on railway station platforms; parts of the foregoing vehicles."
8710,"전차와 그 밖의 장갑차량[자주식(自走式)으로 한정하며, 무기를 장비하였는지에 상관없다], 이들의 부분품","Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles."
8711,"모터사이클[모페드(moped)를 포함한다]과 보조모터를 갖춘 자전거[사이드카(side-car)를 부착하였는지에 상관없다], 사이드카(side-car)","Motorcycles (including mopeds) and cycles fitted with an auxiliary motor, with or without side-cars; side-cars."
8712,모터를 갖추지 않은 이륜자전거와 그 밖의 자전거(배달용 삼륜 자전거를 포함한다),"Bicycles and other cycles (including delivery tricycles), not motorised."
8713,신체장애인용 차량(모터를 갖추었는지 또는 기계구동식인지에 상관없다),"Carriages for disabled persons, whether or not motorised or otherwise mechanically propelled."
8714,부분품과 부속품(제8711호부터 제8713호까지의 차량의 것으로 한정한다),Parts and accessories of vehicles of headings 87.11 to 87.13.
8715,유모차와 그 부분품,Baby carriages and parts thereof.
8716,"트레일러와 세미트레일러, 기계구동식이 아닌 그 밖의 차량, 이들의 부분품","Trailers and semi-trailers; other vehicles, not mechanically propelled; parts thereof."
8801,"기구ㆍ비행선, 글라이더ㆍ행글라이더와 그 밖의 무동력 항공기","Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft."
8802,"그 밖의 항공기(예: 헬리콥터ㆍ비행기)(제8806호의 무인기를 제외한다), 우주선(인공위성을 포함한다)ㆍ서보비틀(suborbital) 발사체ㆍ우주선 발사체","Other aircraft (for example, helicopters, aeroplanes), except unmanned aircraft of heading 88.06; spacecraft (including satellites) and suborbital and spacecraft launch vehicles."
8804,"낙하산(조종 가능한 낙하산과 패러글라이더를 포함한다)과 로토슈트(rotochute), 이들의 부분품과 부속품",Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.
8805,"항공기 발진장치, 갑판 착륙장치나 이와 유사한 장치, 지상비행 훈련장치, 이들의 부분품",Aircraft launching gear; deck-arrestor or similar gear; ground flying trainers; parts of the foregoing articles.
8806,무인기,Unmanned aircraft.
8807,제8801호ㆍ제8802호ㆍ제8806호 물품의 부분품,"Parts of goods of heading 88.01, 88.02 or 88.06."
8901,순항선ㆍ유람선ㆍ페리보트(ferry-boat)ㆍ화물선ㆍ부선(barge)과 이와 유사한 선박(사람이나 화물 수송용으로 한정한다),"Cruise ships, excursion boats, ferry-boats, cargo ships, barges and similar vessels for the transport of persons or goods."
8902,어선과 어획물의 가공용이나 저장용 선박,Fishing vessels; factory ships and other vessels for processing or preserving fishery products.
8903,"요트, 유람용이나 운동용 그 밖의 선박, 노를 젓는 보트와 카누",Yachts and other vessels for pleasure or sports; rowing boats and canoes.
8904,예인선과 푸셔크라프트(pusher craft),Tugs and pusher craft.
8905,"조명선ㆍ소방선ㆍ준설선ㆍ기중기선과 주로 항해 외의 특수기능을 가지는 그 밖의 특수선박, 부선거(艀船渠), 물에 뜨거나 잠길 수 있는 시추대나 작업대","Light-vessels, fire-floats, dredgers, floating cranes, and other vessels the navigability of which is subsidiary to their main function; floating docks; floating or submersible drilling or production platforms."
8906,그 밖의 선박(군함ㆍ노를 젓는 보트 외의 구명보트를 포함한다),"Other vessels, including warships and lifeboats other than rowing boats."
8907,그 밖의 물에 뜨는 구조물[예: 부교ㆍ탱크ㆍ코퍼댐(coffer-dam)ㆍ부잔교(landing stage)ㆍ부표ㆍ수로부표],"Other floating structures (for example, rafts, tanks, coffer-dams, landing stages, buoys and beacons)."
8908,선박과 그 밖의 물에 뜨는 구조물(해체용으로 한정한다),Vessels and other floating structures for breaking up.
9001,"광섬유와 광섬유 다발, 제8544호의 것 외의 광섬유 케이블, 편광재료(polarizing material)로 만든 판, 각종 재료로 만든 렌즈(콘택트렌즈를 포함한다)ㆍ프리즘ㆍ반사경과 그 밖의 광학소자로서 장착되지 않은 것(광학적으로 가공하지 않은 유리로 만든 광학소자는 제외한다)","Optical fibres and optical fibre bundles; optical fibre cables other than those of heading 85.44; sheets and plates of polarising material; lenses (including contact lenses), prisms, mirrors and other optical elements, of any material, unmounted, other than such elements of glass not optically worked."
9002,"각종 재료로 만든 렌즈ㆍ프리즘ㆍ반사경과 그 밖의 광학소자(장착된 것으로서 기기의 부분품으로 사용하거나 기기에 부착하여 사용하는 것으로 한정하며, 광학적으로 가공하지 않은 유리로 만든 것은 제외한다)","Lenses, prisms, mirrors and other optical elements, of any material, mounted, being parts of or fittings for instruments or apparatus, other than such elements of glass not optically worked."
9003,"안경ㆍ고글이나 이와 유사한 물품의 테와 장착구, 이들의 부분품","Frames and mountings for spectacles, goggles or the like, and parts thereof."
9004,시력교정용ㆍ보호용이나 그 밖의 용도의 안경ㆍ고글과 이와 유사한 물품,"Spectacles, goggles and the like, corrective, protective or other."
9005,"쌍안경ㆍ단안경ㆍ그 밖의 광학식 망원경과 이들의 장착구, 그 밖의 천체관측용 기기와 그 장착구(전파관측용 기기는 제외한다)","Binoculars, monoculars, other optical telescopes, and mountings therefor; other astronomical instruments and mountings therefor, but not including instruments for radio-astronomy."
9006,"사진기(영화용은 제외한다), 사진용 섬광기구와 제8539호의 방전램프 외의 섬광전구",Photographic (other than cinematographic) cameras; photographic flashlight apparatus and flashbulbs other than discharge lamps of heading 85.39.
9007,영화용 촬영기와 영사기(음성의 기록기기나 재생기기를 갖춘 것인지에 상관없다),"Cinematographic cameras and projectors, whether or not incorporating sound recording or reproducing apparatus."
9008,투영기ㆍ사진 확대기와 사진 축소기(영화용은 제외한다),"Image projectors, other than cinematographic; photographic (other than cinematographic) enlargers and reducers."
9010,"사진(영화용을 포함한다) 현상실용 기기(이 류에 따로 분류되지 않은 것으로 한정한다), 네가토스코프(negatoscope), 영사용 스크린",Apparatus and equipment for photographic (including cinematographic) laboratories not specified or included elsewhere in this Chapter; negatoscopes; projection screens.
9011,광학현미경(마이크로 사진용ㆍ마이크로 영화촬영용ㆍ마이크로 영사용을 포함한다),"Compound optical microscopes, including those for photomicrography, cinephotomicrography or microprojection."
9012,광학현미경 외의 현미경과 회절기기(diffraction apparatus),Microscopes other than optical microscopes; diffraction apparatus.
9013,"레이저기기[레이저 다이오드(laser diode)는 제외한다], 그 밖의 광학기기(이 류에 따로 분류되지 않은 것으로 한정한다)","Lasers, other than laser diodes; other optical appliances and instruments, not specified or included elsewhere in this Chapter."
9014,방향탐지용 컴퍼스(compass)와 그 밖의 항행용 기기,Direction finding compasses; other navigational instruments and appliances.
9015,토지측량기기(사진측량용을 포함한다)ㆍ수로측량기기ㆍ해양측량기기ㆍ수리계측기기ㆍ기상관측기기ㆍ지구물리학용 기기[컴퍼스(compass)는 제외한다]ㆍ거리측정기,"Surveying (including photogrammetrical surveying), hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances, excluding compasses; rangefinders."
9016,감량(感量) 50밀리그램 이하인 저울(추가 있는지에 상관없다),"Balances of a sensitivity of 5 cg or better, with or without weights."
9017,"제도용구ㆍ설계용구ㆍ계산용구(예: 제도기ㆍ축소확대기ㆍ분도기ㆍ제도세트ㆍ계산척ㆍ계산반), 수지식 길이 측정용구[예: 곧은 자와 줄자ㆍ마이크로미터ㆍ캘리퍼스(callipers)](이 류에 따로 분류되지 않은 것으로 한정한다)","Drawing, marking-out or mathematical calculating instruments (for example, drafting machines, pantographs, protractors, drawing sets, slide rules, disc calculators); instruments for measuring length, for use in the hand (for example, measuring rods and tapes, micrometers, callipers), not specified or included elsewhere in this Chapter."
9018,내과용ㆍ외과용ㆍ치과용ㆍ수의과용 기기[신티그래픽(scintigraphic)식 진단기기ㆍ그 밖의 전기식 의료기기와 시력 검사기기를 포함한다],"Instruments and appliances used in medical, surgical, dental or veterinary sciences, including scintigraphic apparatus, other electro-medical apparatus and sight-testing instruments."
